Year,Month,Title,Review Text,Rating
2024,March,Long Q to check in,"Very bad expeirence for flight check in at baiyun airport! It took one hour plus to Q. Only 5 counters for economy class and 2 for business class. Lousy, no more SQ in my life!",1.0
2024,March,"Very bad, disappointed","Respected Faculty, I am Bincy, writing this  to file a complaint regarding a cancellation of the connection flight of Singapore airlines and the irresponsible service from Singapore airlines airport staff members at Singapore .My parents 67 yr old Dad as 63 yr old Mom travelled…",1.0
2024,March,Give Singapore airlines a miss.,"I would rate Singapore airlines the worse I have ever travelled with. The only plus was we left on time & arrived on time. Firstly no one  brought headsets had to ask for one. The bfst omelette was awful part yellow part brown, the rest inedible.  The milk & butter if you get…",1.0
2024,March,Very disappointed !,"Singapore Airlines (SQ), may be one of the largest airlines in the world but its customer service is appaling. Our flight was canceled and instead of 4 hours of stopover in Singapore, we now have 16 hours to wait! And nothing ! No excuse, no compensation! What company treats its…",1.0
2024,March,THE WORST EXPERIENCE IN MY LIFE,Yesterday ( 6 March ) my flight was canceled by the Singapore airlines . After many calls they said that you bought the ticket through booking.com and call them and they should resolve this issue. and singapore airlines didn't want to talk to me anymore.  I called booking.com…,1.0
2023,October,What's happened to Singapore Airlines?,"What has happened to Singapore Airlines? I used to enjoy flying with this airline. My last flight was abominable. Flights were delayed. The food was terrible, just a doughy bit of pizza for dinner. The staff stressed. The seats on the plane were very cramped and im not even a…",2.0
2024,March,BEWARE BEWAR BEWARE,I am disabled and had a VERY BAD experience with Sydney Disability services so at check in desk lady offered me to upgrade from economy to premium for $380 - she said they had lots of seats and she checked on the phone with the relevant department. She took my money on debit…,1.0
2024,February,Never again.,Well I have flown to Australia quite a few times with other airlines. Also flown many counties around the world. But I have a fear of heights and flying. I just try and keep my mind off that I'm in the air. Most flight will get a bit of turbulence now and then. It can't be…,1.0
2024,February,PREMIUM ECONOMY RIP OFF - NOT WORTH THE $$$ difference.,Their Premium Economy cabin is a RIP-OFF. We always fly Premium Economy class when traveling international due to the distance. Very sad to report that we were very disappointed with the dimension of the seat. Due to the poor design where the tray is integrated into the arm…,1.0
2024,March,Missing Baggage - No Customer Service,"SQ did lose both of our luggages and they only found 1 out of 2. They were provided with all information like  luggage picture, flight number, Baggage Claim, AirTag information (showing clearly the Location in Terminal 2 at Singapore Airport. Service is very poorly/not existant.…",1.0
2024,March,Comfortable and punctual flight with hot meal.,flight was on time. star alliance members have designated line and boarded after business class. flight attendant offered to place my luggage inside overhead bin! served hot full meal with 2 options even though it was a 3 hour flight. the pork with rice was actually tasty.…,5.0
2024,February,Nothing special.,"I'd heard many good things about Singapore Airlines so was looking forward to travelling with them but was sadly disappointed. We flew economy in a 777 and although we paid for extra leg room it still felt very cramped. The seat was so uncomfortable, the noisyest flight I can…",3.0
2024,February,Don’t bother with Premium Economy on Singapore Airlines,"Paid for a Premium Economy ticket,  an extra $1000 per ticket. Narrow seats only wider armrest. Footrest not supportive and very uncomfortable during trip.  To top it of they put us in economy from Singapore to Hanoi Vietnam. No lounge for Premium Economy, only Business class.…",2.0
2024,January,Don’t travel Singapore Airlines or you have sick parents,Flight SQ 241 - I was treated so rudely by the flight staff when we landed in Singapore. I had booked wheelchair assistance for my 76 year old dad has acute asthma and hip problems and my 73 year old mum with both knee replacements. I was told I need to walk to the buggy area as…,1.0
2024,February,Kings of Scams and false promises.,"I booked a round ticket from singapore airlines. I Got the ticket date mixed up so I needed to change the date for return but thought of cancelling the ticket and rebooking it. Got my ticket cancelled online now the problem arises, ticket said it would only cost me $390 to…",1.0
2024,February,Best staff ever,"Although flying with Singapore Airlines is comfortable and convenient, we would like to mention that their staff are what makes them exceptional.  We had a difficult situation and they handled it with patience, kindness and effectiveness. They didn't stop until they found a…",5.0
